text,area,seniority,experience_years
"Administrador de infraestructura. Virtualización con VMware y Proxmox, servidores Linux y Windows, almacenamiento NAS/SAN.",Infraestructura,Mid,4
"Systems administrator. Linux (RHEL, Ubuntu), Ansible automation, Nginx, HAProxy, monitoring with Grafana and Prometheus.",Infraestructura,Mid,5
"Especialista en infraestructura on-premise. VMware vSphere, Windows Server 2019, Active Directory, DNS, DHCP, NPS.",Infraestructura,Mid,4
"Infrastructure and virtualization engineer. Proxmox cluster management, Ceph storage, LXC containers, pfSense firewalls.",Infraestructura,Mid,4
"Senior infrastructure architect. 10 years. VMware, Nutanix HCI, NetApp SAN, DR planning, capacity planning.",Infraestructura,Senior,10
"Arquitecto de infraestructura senior. Diseño de datacenters, virtualización VMware, redes Cisco, almacenamiento EMC.",Infraestructura,Senior,11
"Lead infrastructure engineer. 9 years. Hybrid cloud (AWS + on-premise), Kubernetes, Terraform, Ansible. Team of 8.",Infraestructura,Senior,9
"Junior sysadmin. Linux Ubuntu, administración básica de usuarios, permisos, cron, Nginx, firewall iptables.",SysAdmin,Junior,1
"Entry-level system administrator. Windows Server, Active Directory basics, Group Policy, file share management.",SysAdmin,Junior,1
"Estudiante sysadmin. Administración de sistemas Linux, scripts Bash, monitoreo con htop/netstat, SSH, crontab.",SysAdmin,Junior,0
"Trainee administrador de sistemas. Windows Server 2019, Active Directory, backups, DNS, DHCP empresarial.",SysAdmin,Junior,1
"Linux systems administrator. RHEL, CentOS, Ubuntu. Bash scripting automation, Ansible playbooks, Nginx, Apache, cron, monitoring.",SysAdmin,Mid,5
"Administrador de sistemas Windows/Linux. Active Directory, Exchange, Office 365, Hyper-V, scripts PowerShell.",SysAdmin,Mid,4
"SysAdmin mid-level. Ubuntu, Debian, RHEL. Docker, Nginx, Let's Encrypt, fail2ban, Zabbix monitoring, Ansible.",SysAdmin,Mid,4
"System administrator. Windows Server, AD, Exchange, SCCM, Veeam backup. Managed infrastructure for 200+ users.",SysAdmin,Mid,5
"Senior Linux sysadmin. 9 years. RHEL, Puppet, Chef, Ansible, Nagios, performance tuning, security hardening.",SysAdmin,Senior,9
"Senior systems administrator. Windows y Linux. 10 años administrando infraestructura crítica. Hyper-V, VMware, AD, PKI.",SysAdmin,Senior,10
"Lead sysadmin. Managed 500+ Linux servers. Puppet automation, Nagios/Prometheus monitoring, security hardening, DR procedures.",SysAdmin,Senior,8
"Junior fullstack developer. React frontend, Node.js backend, PostgreSQL. Worked on freelance projects and bootcamp assignments.",Fullstack,Junior,1
"Desarrollador fullstack junior. Vue.js, Laravel, MySQL. Proyecto final académico: sistema de gestión de inventario.",Fullstack,Junior,1
"Trainee fullstack. React, Express, MongoDB. Built a simple task management app with user auth and CRUD operations.",Fullstack,Junior,1
"Egresado fullstack. Next.js, FastAPI, PostgreSQL. Portfolio de proyectos en GitHub. Buscando primer empleo.",Fullstack,Junior,0
"Fullstack developer using React, Node.js, Express and PostgreSQL. Experience deploying applications on Linux servers.",Fullstack,Mid,5
Desarrollador fullstack mid. Angular + Spring Boot + PostgreSQL. 4 años en proyectos enterprise de gestión.,Fullstack,Mid,4
"Fullstack engineer. Next.js, Node.js, MongoDB, Docker. 4 years building SaaS applications end-to-end.",Fullstack,Mid,4
"Desarrollador fullstack. Vue.js + Django + PostgreSQL. Integración de pasarelas de pago, dashboards analíticos.",Fullstack,Mid,3
"Fullstack developer. React, TypeScript, Python FastAPI, PostgreSQL. Built internal tools for operations teams.",Fullstack,Mid,4
"Senior fullstack engineer. 8 years. React, Node.js, PostgreSQL, Docker. Led 5-person team delivering SaaS platform.",Fullstack,Senior,8
"Arquitecto fullstack senior. Vue.js, Nuxt, Laravel, MySQL, Redis. 10 años. Liderazgo técnico, definición de stack y arquitectura.",Fullstack,Senior,10
"Senior fullstack developer. Next.js, Python Django, PostgreSQL, AWS. Designed and built multi-tenant SaaS from scratch.",Fullstack,Senior,8
"Backend and DevOps engineer. Node.js REST APIs, Docker Compose, GitHub Actions CI/CD, Linux server administration. 4 years.",Backend,Mid,4
"Desarrollador backend con experiencia en DevOps. Python FastAPI, Docker, Kubernetes, AWS. Deploy automatizado con Terraform.",Backend,Mid,5
"Backend engineer transitioning to DevOps. Node.js, Express, Docker, Linux, CI/CD pipelines, basic Terraform.",Backend,Mid,4
"Frontend developer with strong design skills. React, Figma, TailwindCSS. Implements pixel-perfect UI from design specs.",Frontend,Mid,3
"Diseñador y desarrollador frontend. Figma, HTML, CSS, Vue.js. Proyecto de diseño end-to-end: wireframes hasta implementación.",Frontend,Mid,4
"Network and Linux administrator. Cisco routing, switching, DNS, DHCP, Linux server administration, SSH, Bash scripting.",Networking,Mid,5
"Técnico de redes y sistemas Linux. Mikrotik, VLANs, Ubuntu Server, Nginx, SSH, monitoreo con Zabbix.",Networking,Mid,4
"Network engineer with Linux expertise. Cisco IOS, pfSense, Ubuntu Server, Bash scripts, DNS/DHCP management.",Networking,Mid,4
"Backend developer with AWS cloud experience. Node.js, Lambda, API Gateway, RDS, Docker, S3. Serverless architectures.",Backend,Mid,4
"Python backend engineer con experiencia en cloud. FastAPI, AWS Lambda, DynamoDB, SQS, Docker. Arquitecturas serverless.",Backend,Mid,4
"DevOps and sysadmin engineer. Linux, Ansible, Docker, Nginx, monitoring, CI/CD. Migrated bare-metal to containerized infra.",DevOps,Mid,5
"SysAdmin devenido DevOps. Administración Linux, Docker, GitHub Actions, Terraform, Grafana, Prometheus. 5 años.",DevOps,Mid,5
"IT support specialist with infrastructure knowledge. Helpdesk, Active Directory, VMware VMs, network troubleshooting.",Soporte Técnico,Mid,4
"Soporte técnico avanzado con experiencia en infraestructura. Windows Server, Linux, VMware, backups, networking básico.",Soporte Técnico,Mid,4
"Fullstack developer with DevOps skills. React, Node.js, PostgreSQL, Docker, GitHub Actions, AWS. Self-sufficient for deployments.",Fullstack,Mid,5
"Desarrollador fullstack y DevOps. Vue.js, FastAPI, Docker Compose, CI/CD con GitLab, despliegues en VPS Linux.",Fullstack,Mid,4
"Network and infrastructure engineer. Cisco Catalyst, VMware, DNS, DHCP, firewall Fortinet, Zabbix monitoring.",Networking,Mid,5
"Ingeniero de redes e infraestructura. Cisco, Mikrotik, VMware vSphere, Windows Server, Linux, cableado estructurado.",Infraestructura,Mid,5
"ML engineer with backend experience. Python, FastAPI, scikit-learn, Docker. Built and deployed ML models as REST APIs.",Data Science,Mid,4
"Data scientist con backend. Python, Django, pandas, PostgreSQL, scikit-learn. Pipeline de datos end-to-end.",Data Science,Mid,4
"Estudiante de Ingeniería en Sistemas. Experiencia en Node.js, Express, EJS, JavaScript, Linux y servidores SSH. Conocimientos de redes, CCNA, soporte técnico e infraestructura.",Backend,Junior,1
"Computer science student. Passionate about backend development and cloud computing. Projects with Python, Flask, AWS free tier.",Backend,Junior,0
"Estudiante de telecomunicaciones. Conocimientos en redes, CCNA en curso, Linux, soporte técnico universitario.",Networking,Junior,0
"Egresado reciente en Ciencias de Datos. Python, pandas, matplotlib, SQL. Tesis sobre modelos de clasificación.",Data Science,Junior,0
"IT student working part-time as helpdesk support. Ticketing, hardware troubleshooting, basic networking.",Soporte Técnico,Junior,1
"Estudiante de diseño multimedia. Figma, Adobe XD, Illustrator. Proyectos de UI para apps móviles y sitios web.",Diseño,Junior,0
"Trainee QA. Probando aplicaciones web manualmente, aprendiendo Selenium, documentando casos de prueba en Confluence.",QA,Junior,0
"Apprentice DevOps. Running Linux VMs in VirtualBox, writing basic Bash scripts, learning Docker from online courses.",DevOps,Junior,0
"Android development student. Kotlin, basic Jetpack libraries. Published simple calculator app on Play Store as learning exercise.",Mobile,Junior,0
"Estudiante de ciberseguridad. CTFs en HackTheBox, Kali Linux, conceptos de OWASP. Aprendiendo pentesting ético.",Seguridad,Junior,0
"
EXPERIENCIA LABORAL

Desarrollador Backend - Empresa TechSoft S.A.
Enero 2022 - Actualidad

- Desarrollo de APIs REST con Node.js y Express
- Gestión de base de datos PostgreSQL
- Implementación de autenticación JWT
- Despliegue en servidor Linux con Nginx
- Integración con servicios de terceros (Stripe, SendGrid)

HABILIDADES: Node.js, Express, PostgreSQL, JWT, Linux, Nginx, Git
",Backend,Mid,3
"
PERFIL PROFESIONAL

Ingeniero de Redes con 6 años de experiencia en administración de infraestructura
de telecomunicaciones. Especialista en equipos Cisco y Mikrotik.

EXPERIENCIA

Administrador de Red - ISP Regional
2019 - 2025

- Gestión de routers Cisco (IOS) y Mikrotik (RouterOS)
- Configuración de VLANs, OSPF y BGP
- Administración de firewall pfSense
- Monitoreo de red con Zabbix y MRTG
- Soporte de conectividad para +2000 clientes
",Networking,Mid,6
"
Técnico de Soporte - Universidad Nacional
Marzo 2021 - Actualidad

Responsable del laboratorio de cómputo.

Funciones:
- Mantenimiento preventivo y correctivo de 80 equipos
- Instalación y configuración de software académico
- Soporte a docentes y estudiantes
- Administración de red LAN del laboratorio
- Gestión de inventario de hardware

Habilidades: Windows 10/11, Linux Ubuntu, redes LAN, cableado estructurado
",Soporte Técnico,Junior,4
"
INGENIERO DEVOPS

EXPERIENCIA:

Senior DevOps Engineer - FinTech Global
2020 - 2025 (5 años)

Logros:
- Migré arquitectura monolítica a microservicios en Kubernetes
- Reduje tiempos de deploy de 2 horas a 8 minutos con GitHub Actions
- Implementé observabilidad completa con Prometheus, Grafana y Jaeger
- Gestioné infraestructura AWS: EKS, RDS, ElastiCache, S3

Stack: Docker, Kubernetes, Terraform, AWS, GitHub Actions, Helm, Prometheus, Grafana
",DevOps,Senior,5
"
ANALISTA QA - CV

Perfil: Analista de QA con 3 años de experiencia en testing manual y automatizado.

Proyectos:
- Automatización de pruebas E2E con Cypress para plataforma SaaS
- API testing con Postman y Newman en CI/CD
- Performance testing con JMeter para sistema de pagos

Tecnologías: Cypress, Selenium, Python, pytest, Postman, Jira, Confluence, GitHub Actions
",QA,Mid,3
"
CV - Desarrollador Frontend

Nombre: Carlos M.

Sobre mí: Desarrollador frontend apasionado por crear interfaces intuitivas y de alto rendimiento.

Experiencia:
2022-2025 | Frontend Developer | Agencia Digital CreaTech
- Desarrollo de aplicaciones SPA con React y TypeScript
- Implementación de Design System con Storybook y TailwindCSS
- Optimización de rendimiento (Lighthouse 95+ en todos los proyectos)
- Colaboración con diseñadores UX y backend developers

Stack: React, TypeScript, Next.js, TailwindCSS, Redux Toolkit, Git
",Frontend,Mid,3
"
Perfil Profesional - Administrador de Sistemas

7 años gestionando infraestructura tecnológica en empresa manufacturera.

Área de expertise:
- Virtualización: VMware vSphere 7, vCenter, Hyper-V
- Sistemas operativos: Windows Server 2019, RHEL 8, Ubuntu 22
- Directorio Activo, DNS, DHCP, PKI corporativa
- Backup y recuperación: Veeam Backup & Replication
- Monitoreo: PRTG Network Monitor, Zabbix
- Almacenamiento: NetApp ONTAP, Dell EMC Unity
",SysAdmin,Senior,7
"
CURRICULUM VITAE

Especialista en Ciberseguridad

Certificaciones: CEH, CompTIA Security+, OSCP (en proceso)

Experiencia actual:
SOC Analyst - Banco Nacional (2021-2025)

- Monitoreo de alertas en SIEM Splunk
- Análisis forense de incidentes
- Threat hunting proactivo
- Gestión de vulnerabilidades con Tenable Nessus
- Respuesta a incidentes de seguridad

Herramientas: Splunk, Wireshark, Kali Linux, Metasploit, Burp Suite, Nessus
",Seguridad,Mid,4
"
MACHINE LEARNING ENGINEER

WORK EXPERIENCE

Senior ML Engineer | DataTech Inc. | 2019 - 2025

- Designed and deployed recommendation systems serving 10M+ daily users
- Built NLP pipelines for document classification using scikit-learn and spaCy
- Orchestrated ML workflows with Apache Airflow and MLflow
- Collaborated with data engineers on feature stores using Feast
- Mentored 3 junior data scientists

Tech Stack: Python, scikit-learn, TensorFlow, Spark, Kafka, Airflow, MLflow, PostgreSQL
",Data Science,Senior,6
"
FULL STACK DEVELOPER - RESUME

Summary: Experienced full stack developer with 5 years building scalable web applications
for startups and SMBs.

Experience:
Lead Developer | GrowthApp | 2021 - 2025
- Architected React + Node.js SaaS platform from 0 to 50K users
- Designed PostgreSQL schema, optimized queries, implemented caching with Redis
- Set up Docker + GitHub Actions CI/CD pipeline
- Integrated Stripe payments and Twilio SMS

Skills: React, TypeScript, Node.js, Express, PostgreSQL, Redis, Docker, AWS, Git
",Fullstack,Senior,5
"
NETWORK ENGINEER - CV

Profile: Certified network professional (CCNP) with 7 years managing enterprise networks.

Experience:
Senior Network Engineer | TeleCorp | 2018 - 2025

- Designed and implemented BGP routing for 3 data centers
- Managed Cisco Catalyst switching infrastructure (200+ switches)
- Deployed SD-WAN solution across 15 branch offices
- Led Fortinet firewall migration project
- Mentored junior network technicians

Certifications: CCNP Enterprise, Fortinet NSE 4, CompTIA Network+
",Networking,Senior,7
"Backend developer. 3 años trabajando con Node.js, REST APIs y PostgreSQL. Experience with Docker y Linux servers. Ganas de crecer en arquitecturas cloud.",Backend,Mid,3
"Frontend engineer con experiencia en React y TypeScript. Worked on responsive interfaces, state management with Redux, and API integration.",Frontend,Mid,3
Desarrollador Python. Machine learning projects with scikit-learn y pandas. Experiencia en análisis de datos y creación de modelos predictivos.,Data Science,Mid,3
"Network administrator. Administración de redes Cisco y Mikrotik. Experience configuring VLANs, routing protocols, y firewall rules.",Networking,Mid,4
"DevOps engineer. Trabajo con Docker, Kubernetes y pipelines CI/CD. Experience in AWS infrastructure y Terraform automation.",DevOps,Mid,4
"QA analyst. Testing manual y automatizado con Cypress. Experience writing test plans, bug reporting y API testing con Postman.",QA,Mid,3
"Ciberseguridad. Penetration testing con Kali Linux. Experience in OWASP vulnerabilities, SIEM monitoring y incident response.",Seguridad,Mid,4
"Administrador de sistemas. Linux y Windows Server management. Experiencia con Ansible automation, Nginx, y monitoring with Zabbix.",SysAdmin,Mid,4
"Flutter developer. Apps cross-platform para iOS y Android. Experience with BLoC pattern, REST API integration y Firebase.",Mobile,Mid,3
"Diseñadora UX/UI. Figma wireframes y prototypes. Experience conducting user interviews, usability testing y creación de design systems.",Diseño,Mid,3
Soporte técnico nivel 2. IT helpdesk con Active Directory y Office 365. Experiencia en troubleshooting de red y administración de equipos.,Soporte Técnico,Mid,3
"Infrastructure engineer. Virtualización con VMware vSphere. Experiencia en Linux server management, storage administration y Veeam backups.",Infraestructura,Mid,4
"
- Node.js REST API development
- PostgreSQL database design and optimization
- JWT authentication implementation
- Docker containerization
- Linux server deployment with Nginx
- Redis caching integration
",Backend,Mid,4
"
- React y TypeScript frontend development
- Consumo de APIs REST
- Manejo de estado con Redux Toolkit
- Testing con Jest y React Testing Library
- Diseño responsivo con TailwindCSS
- Deploy en Vercel y Netlify
",Frontend,Mid,3
"
- Docker y Docker Compose para ambientes de desarrollo y producción
- Kubernetes cluster administration
- Terraform infrastructure as code
- GitHub Actions CI/CD pipelines
- AWS EC2, S3, RDS management
- Monitoreo con Prometheus y Grafana
",DevOps,Mid,5
"
- Cisco router and switch configuration
- VLAN design and implementation
- OSPF and BGP routing protocols
- Mikrotik RouterOS administration
- Firewall management (pfSense, Fortinet)
- Network monitoring with Zabbix and MRTG
",Networking,Mid,5
"
- Python pandas para limpieza y análisis de datos
- Modelos de clasificación con scikit-learn
- Visualizaciones con matplotlib y seaborn
- SQL para extracción de datos
- Reportes en Jupyter Notebooks
- Deploy de modelos con FastAPI
",Data Science,Mid,3
"
- Automated E2E tests with Cypress
- API testing with Postman and Newman
- Performance testing with JMeter
- Bug tracking in Jira
- CI/CD pipeline integration for tests
- Test documentation in Confluence
",QA,Mid,3
"
- Resolución de tickets nivel 1 y 2
- Administración Active Directory
- Soporte Office 365 y Teams
- Mantenimiento hardware PCs y laptops
- Configuración de redes LAN
- Inventario y control de equipos
",Soporte Técnico,Junior,2
"
- VMware vSphere virtualization management
- Windows Server 2019 administration
- Active Directory, DNS, DHCP
- Veeam backup and recovery
- SAN storage administration
- Linux server management
",Infraestructura,Mid,5
"CTO de startup fintech. 12 años en desarrollo de software. Lideré equipos de hasta 20 personas. Stack: React, Node.js, Python, PostgreSQL, AWS, Kubernetes.",Backend,Senior,12
"VP of Engineering. 15 years in software development. Led full stack teams building SaaS products. React, Node.js, Python, AWS, Terraform.",Fullstack,Senior,15
"Director de infraestructura. 13 años gestionando centros de datos y equipos de SysAdmins. VMware, Cisco, AWS, Azure, gestión de presupuesto TI.",Infraestructura,Senior,13
"Head of Security. CISO function at mid-size enterprise. 11 years. Designed security architecture, managed compliance, built SOC from scratch.",Seguridad,Senior,11
"Network operations manager. 10 años. Gestión de equipo de 15 ingenieros de red. Cisco, Juniper, SD-WAN, NOC 24/7.",Networking,Senior,10
"Freelance backend developer. Builds REST APIs for SMBs. Node.js, Express, PostgreSQL, MongoDB. Remote work, project-based.",Backend,Mid,4
"Desarrolladora frontend freelance. React, Tailwind, WordPress. Clientes de Argentina, México y Colombia. Proyectos de e-commerce y portfolios.",Frontend,Mid,4
"Consultor redes freelance. Diseño e implementación de redes Cisco y Mikrotik para pymes. VLAN, VPN, wireless.",Networking,Mid,6
"Data science consultant. Freelance projects in predictive analytics, NLP, reporting dashboards. Python, R, Power BI.",Data Science,Mid,5
"Diseñadora UX freelance. Figma, Sketch, Adobe XD. Proyectos para startups y agencias. Portfolios, apps móviles y dashboards.",Diseño,Mid,4
"Freelance DevOps consultant. Helps startups set up Docker, GitHub Actions, AWS infrastructure. Terraform, Nginx, monitoring.",DevOps,Mid,5
"Java backend developer in banking sector. Spring Boot, Oracle DB, Kafka, SOAP/REST services, IBM MQ. 6 years in financial systems.",Backend,Mid,6
"Analista de seguridad informática en banco. SIEM, PCI-DSS compliance, gestión de vulnerabilidades, análisis forense. 5 años.",Seguridad,Mid,5
"DBA Oracle en empresa financiera. Tuning de queries críticas, particionamiento, RAC, Data Guard, respaldo RMAN.",Database,Senior,9
"Enterprise network engineer. Cisco ACI, MPLS backbone, datacenter networking, BGP policy design. 8 years in banking.",Networking,Senior,8
"Node.js developer. REST APIs, PostgreSQL, Docker. 3 years experience. Looking for backend opportunities.",Backend,Mid,3
"React developer. TypeScript, TailwindCSS, Next.js. 4 años. Open to remote positions.",Frontend,Mid,4
"CCNA certificado. Cisco, Mikrotik, VLANs, firewall, DNS. 3 años en soporte de redes empresariales.",Networking,Junior,3
"Python developer with ML experience. scikit-learn, pandas, FastAPI. 4 years.",Data Science,Mid,4
"DevOps. Docker, Kubernetes, AWS, Terraform, GitHub Actions. 5 years in cloud infrastructure.",DevOps,Mid,5
"QA automation. Cypress, Playwright, Python. CI/CD integration. 3 years.",QA,Mid,3
"Pentester. Kali Linux, Burp Suite, OWASP, Metasploit. CEH certificado. 4 años.",Seguridad,Mid,4
"UI/UX designer. Figma, wireframes, user testing, design systems. 4 years in product design.",Diseño,Mid,4
"React Native developer. iOS y Android. 3 años. Firebase, REST APIs, Redux.",Mobile,Mid,3
"Linux sysadmin. Ubuntu, RHEL, Ansible, Nginx, monitoring, scripting Bash. 5 años.",SysAdmin,Mid,5
"Técnico soporte TI. Windows, Active Directory, Office 365, helpdesk, networking básico. 2 años.",Soporte Técnico,Junior,2
"Infrastructure engineer. VMware, Windows Server, Linux, Veeam, SAN. 5 años en datacenter.",Infraestructura,Mid,5
"I am a backend developer with 5 years of experience designing and maintaining REST APIs using Node.js and Python. I have deep knowledge of PostgreSQL, Redis, and microservices architecture. I enjoy building scalable systems and collaborating with cross-functional teams.",Backend,Mid,5
"Soy un desarrollador frontend apasionado por crear experiencias de usuario excepcionales. Llevo 4 años trabajando con React, TypeScript y TailwindCSS. Me especializo en optimización de performance y accesibilidad web.",Frontend,Mid,4
"As a DevOps engineer with 6 years of experience, I specialize in cloud infrastructure on AWS and GCP. I have extensive experience with Kubernetes, Terraform, and CI/CD pipeline design. I am passionate about automation and reliability engineering.",DevOps,Senior,6
"Soy técnico de redes con certificación CCNA y 4 años administrando infraestructura Cisco y Mikrotik. Me especializo en diseño de VLANs, routing y troubleshooting de conectividad en entornos empresariales.",Networking,Mid,4
"I am a data scientist with a strong background in machine learning and NLP. I have 5 years of experience building predictive models with scikit-learn, XGBoost, and PyTorch. I am particularly interested in applied AI for business problems.",Data Science,Mid,5
"Como analista QA con 3 años de experiencia, domino tanto el testing manual como la automatización con Cypress y Selenium. Tengo experiencia trabajando en equipos ágiles y soy defensor de las buenas prácticas de calidad de software.",QA,Mid,3
"I am a cybersecurity professional with 5 years of experience in penetration testing, vulnerability assessment, and incident response. I hold CEH and Security+ certifications. I am passionate about protecting critical business systems.",Seguridad,Mid,5
"Soy diseñadora UX/UI con 4 años creando productos digitales centrados en el usuario. Me especializo en investigación de usuarios, arquitectura de información y prototipado en Figma. Creo que el buen diseño debe ser tanto funcional como estético.",Diseño,Mid,4
"As a mobile developer with 4 years of experience, I build cross-platform applications with Flutter and React Native. I have published 6 apps on both the App Store and Google Play. I care deeply about performance and user experience on mobile devices.",Mobile,Mid,4
"Soy administrador de sistemas con 6 años gestionando infraestructura Linux y Windows Server. Me especializo en virtualización VMware, automatización con Ansible y monitoreo con Zabbix. Disfruto optimizar sistemas y garantizar su disponibilidad 24/7.",SysAdmin,Senior,6
"Backend developer Node.js con 2 años. APIs REST, Express, MongoDB, Docker básico. Primer empleo formal en startup tecnológica.",Backend,Junior,2
"Cloud architect AWS. 8 años. Multi-account strategies, Landing Zone, Service Control Policies, Well-Architected reviews.",Cloud Computing,Senior,8
"Desarrollador Kotlin Android. 3 años. MVVM, Retrofit, Room, Hilt, Coroutines, Jetpack Compose. Apps de salud y productividad.",Mobile,Mid,3
"Senior QA automation. 8 años. Framework design con Selenium + Java, Cucumber BDD, liderazgo de equipos de testing.",QA,Senior,8
"Junior cloud engineer. GCP fundamentals, Compute Engine, Cloud Storage, BigQuery. Aprendiendo Terraform y Kubernetes.",Cloud Computing,Junior,1
"Fullstack Ruby on Rails developer. 5 años. PostgreSQL, Sidekiq, RSpec, React frontend, Heroku y AWS. SaaS para pymes.",Fullstack,Mid,5
"Penetration tester senior. OSCP. Red team operations, custom exploit development, social engineering, phishing simulations.",Seguridad,Senior,9
"Data engineer. Apache Spark, Kafka, Airflow, dbt, Snowflake. Pipelines ETL a escala de terabytes diarios.",Data Science,Senior,7
"Network security engineer. Palo Alto NGFW, Cisco ASA, IDS/IPS management, NAC, zero trust network access.",Seguridad,Mid,5
"Diseñador gráfico y UX senior. 10 años. Branding corporativo, Design Systems, Figma, motion design, liderazgo creativo.",Diseño,Senior,10
"Junior data scientist. Modelos de regresión y clasificación con scikit-learn. Visualización en matplotlib. SQL, pandas, numpy.",Data Science,Junior,1
"iOS developer senior. Swift, UIKit, SwiftUI, Core Data, CloudKit. 9 años publicando apps en App Store.",Mobile,Senior,9
"Administrador de base de datos PostgreSQL. Replicación streaming, particionamiento, tuning de queries, PgBouncer, Patroni HA.",Database,Mid,5
"Junior sysadmin. Ubuntu Server 22.04, Nginx, Let's Encrypt, Fail2ban, Netplan, cron. Primer trabajo en hosting provider.",SysAdmin,Junior,1
"Senior infrastructure engineer. Nutanix AHV, VMware vSAN, Cisco UCS, NetApp. Designed hyper-converged datacenter.",Infraestructura,Senior,10
"Especialista soporte técnico nivel 3. Escalaciones complejas, administración Windows Server, troubleshooting avanzado, documentación técnica.",Soporte Técnico,Senior,7
"Mid backend developer. Python Django, PostgreSQL, Celery, Redis, Docker. SaaS de gestión de proyectos. 3 años.",Backend,Mid,3
"CCNP Enterprise certified network engineer. BGP, MPLS, SD-WAN, wireless Cisco, network automation with Python.",Networking,Senior,7
"Vue.js developer. 2 años. Vuex, Vue Router, Vite, Axios, TailwindCSS. Primer trabajo en empresa de e-learning.",Frontend,Junior,2
"Arquitecto DevOps senior. GitOps, ArgoCD, Crossplane, Kubernetes multi-cluster, Terraform Cloud, política as code con OPA.",DevOps,Senior,10
